Trait,Video,Value
neuroticism,vJDx6TCX32M.001.mp4,0.5
neuroticism,6V92xyqy0q4.001.mp4,0.6770833333333334
neuroticism,pwvQaSwgso8.002.mp4,0.4375
neuroticism,X5aKCrWf6a4.001.mp4,0.45833333333333337
neuroticism,ZkypeQdzgvQ.003.mp4,0.28125
neuroticism,fsLf6Xv_Gbk.001.mp4,0.7187499999999999
neuroticism,bnM9Ow52x3o.005.mp4,0.7500000000000001
neuroticism,OgPC4wnLJR0.003.mp4,0.1666666666666666
neuroticism,98fnGDVky00.002.mp4,0.4479166666666667
neuroticism,xP6i_WO1LCM.000.mp4,0.46875
neuroticism,qW0TYVtzq5A.001.mp4,0.5729166666666666
neuroticism,MVwxnf6L8po.004.mp4,0.5833333333333333
neuroticism,IveGfOJ86wY.001.mp4,0.4166666666666667
neuroticism,2T3oK1Gse2g.000.mp4,0.35416666666666663
neuroticism,3JzvXA-Zfbs.001.mp4,0.40625000000000006
neuroticism,3Vr5-zedeWk.005.mp4,0.39583333333333337
neuroticism,JFKZEGDhcRs.004.mp4,0.5104166666666666
neuroticism,NzCflfxgvwo.003.mp4,0.25
neuroticism,HNKnvSmTkC4.005.mp4,0.7291666666666667
neuroticism,JFKZEGDhcRs.001.mp4,0.39583333333333337
neuroticism,Z3FdUfZLHyw.004.mp4,0.34374999999999994
neuroticism,squHxV3QXlQ.002.mp4,0.5104166666666666
neuroticism,BeyIfaH64xY.000.mp4,0.53125
neuroticism,4Qr1BjZhnpg.003.mp4,0.5
neuroticism,iQvoDdxt06M.005.mp4,0.5729166666666666
neuroticism,3S8QUGYVf_w.000.mp4,0.6354166666666666
neuroticism,fyXiORXmWHs.002.mp4,0.32291666666666663
neuroticism,f3ZbA4UqGKE.005.mp4,0.5729166666666666
neuroticism,bEXDNfLBy1I.004.mp4,0.4166666666666667
neuroticism,A0braVJH3Pw.004.mp4,0.2708333333333333
neuroticism,sHVXhr7_EOs.002.mp4,0.35416666666666663
neuroticism,Lq4uvcHNiy8.002.mp4,0.3854166666666667
neuroticism,odRqijkG28U.004.mp4,0.7187499999999999
neuroticism,jxt1W2WRNHQ.003.mp4,0.5416666666666666
neuroticism,vo-Y5kgSBa8.002.mp4,0.4895833333333333
neuroticism,RCr48dXuZYE.002.mp4,0.32291666666666663
neuroticism,PgpMUHH8lEI.003.mp4,0.6041666666666666
neuroticism,pDih4zWqYQw.001.mp4,0.625
neuroticism,eFzN_frNW8g.001.mp4,0.5729166666666666
neuroticism,3zAyM2edy1g.000.mp4,0.42708333333333337
neuroticism,Z5S5uGXkNuc.001.mp4,0.5625
neuroticism,fTpemcfElxI.001.mp4,0.7291666666666667
neuroticism,kare8QF7vrE.000.mp4,0.6979166666666666
neuroticism,2NNYN1ZCJhw.003.mp4,0.6770833333333334
neuroticism,M0U48Lm33A8.000.mp4,0.5104166666666666
neuroticism,lsXw8u4QXIU.001.mp4,0.5
neuroticism,kV7MFI2_ddo.005.mp4,0.37499999999999994
neuroticism,uE2U_Y7QrIw.003.mp4,0.46875
neuroticism,04oq2yrBwMg.004.mp4,0.3333333333333333
neuroticism,EwMMNKLjO9w.002.mp4,0.3854166666666667
neuroticism,BLeDNfK2quI.001.mp4,0.7187499999999999
neuroticism,HUHFlCs3YJ8.000.mp4,0.39583333333333337
neuroticism,Ie2y_yOeKpo.004.mp4,0.625
neuroticism,r93dLeVRk3U.003.mp4,0.6666666666666667
neuroticism,XB81sertsYU.000.mp4,0.5104166666666666
neuroticism,qsd4GdeN_eY.001.mp4,0.6458333333333333
neuroticism,GCkOL2jLSQA.002.mp4,0.5729166666666666
neuroticism,qFYgMFMal_s.005.mp4,0.4479166666666667
neuroticism,Xfmu-7JuDGg.004.mp4,0.42708333333333337
neuroticism,qktahyrtrFs.000.mp4,0.625
neuroticism,fsaslN7xV-w.002.mp4,0.3854166666666667
neuroticism,rBxWZzkEncE.004.mp4,0.7083333333333334
neuroticism,O2J_3ScUCUQ.004.mp4,0.3854166666666667
neuroticism,5U0xeSXEZOU.005.mp4,0.46875
neuroticism,F5kL7RWS_f0.003.mp4,0.5208333333333334
neuroticism,CFK8ib0aWe8.003.mp4,0.40625000000000006
neuroticism,mkWfG-4vvGc.003.mp4,0.7500000000000001
neuroticism,Pb7aNc6Kd40.005.mp4,0.6875
neuroticism,mFz5Fbs97QA.003.mp4,0.28125
neuroticism,UrOamWOcOwQ.002.mp4,0.46875
neuroticism,K63T9l1xY7U.000.mp4,0.5625
neuroticism,KahSwziq8F0.000.mp4,0.6145833333333333
neuroticism,ZRrduU1CXqU.005.mp4,0.3645833333333333
neuroticism,nZC82V87Pm0.005.mp4,0.4479166666666667
neuroticism,WpEZOSrENL0.002.mp4,0.5208333333333334
neuroticism,3Sj-GZ3YXWs.000.mp4,0.5520833333333334
neuroticism,L7HDCG2PsII.001.mp4,0.42708333333333337
neuroticism,KJ643kfjqLY.002.mp4,0.5625
neuroticism,0u56Q_QmxIM.004.mp4,0.5208333333333334
neuroticism,9QOFKbaPX3M.000.mp4,0.3645833333333333
neuroticism,esjSS0xsHFA.002.mp4,0.625
neuroticism,TNjEJGdqmH0.002.mp4,0.45833333333333337
neuroticism,m6JOFpKvkE0.001.mp4,0.7500000000000001
neuroticism,0axZSeaUbfs.002.mp4,0.37499999999999994
neuroticism,_ztmNiy8D3c.003.mp4,0.3854166666666667
neuroticism,X-i_eQ48DBw.004.mp4,0.3645833333333333
neuroticism,_fJcW5234bY.002.mp4,0.5833333333333333
neuroticism,VuadgOz6T7s.001.mp4,0.3125
neuroticism,BOOMkDl8JwA.005.mp4,0.37499999999999994
neuroticism,-VTqcHNgH7M.002.mp4,0.6458333333333333
neuroticism,Jog1-pYOSD0.003.mp4,0.53125
neuroticism,3Sj-GZ3YXWs.004.mp4,0.4791666666666667
neuroticism,5Wfa94_5Psg.004.mp4,0.5729166666666666
neuroticism,0tse0Fsy_rg.001.mp4,0.4375
neuroticism,qW0TYVtzq5A.002.mp4,0.45833333333333337
neuroticism,tepWDnvIuRg.002.mp4,0.4479166666666667
neuroticism,qPzzmcuf-VI.004.mp4,0.84375
neuroticism,TCzYD74Xqe8.000.mp4,0.53125
neuroticism,xZFZ0Mvjiuo.005.mp4,0.7187499999999999
neuroticism,io0aNQE8En8.005.mp4,0.28125
neuroticism,Gd08FYfFRtk.001.mp4,0.4375
neuroticism,do8FmnQbI5I.004.mp4,0.59375
neuroticism,yftfxiDNXko.000.mp4,0.6666666666666667
neuroticism,pvvff396Rqg.005.mp4,0.5104166666666666
neuroticism,5U0xeSXEZOU.001.mp4,0.5416666666666666
neuroticism,DXw4lVoiiWY.000.mp4,0.3125
neuroticism,bBqZyG-9ksM.005.mp4,0.6875
neuroticism,IlbODduDCb4.003.mp4,0.32291666666666663
neuroticism,vIW7gDmhYMk.004.mp4,0.5625
neuroticism,A1lbD_OCuj4.005.mp4,0.32291666666666663
neuroticism,I8jMoBAMtVA.000.mp4,0.42708333333333337
neuroticism,7BgScfRre5M.004.mp4,0.625
neuroticism,B4ducm9sydg.003.mp4,0.53125
neuroticism,BjzSIV3dutk.000.mp4,0.7395833333333333
neuroticism,3OoQBXWTGfE.000.mp4,0.28125
neuroticism,D4hPHPp1W-Q.004.mp4,0.5
neuroticism,aMmEPRJGocM.000.mp4,0.59375
neuroticism,Vk3scj5vhd4.004.mp4,0.53125
neuroticism,PsqpkFKX8co.001.mp4,0.6979166666666666
neuroticism,evrzg3Pzyc0.000.mp4,0.46875
neuroticism,KLY518hfGhU.004.mp4,0.4479166666666667
neuroticism,rxYWgXYTATs.002.mp4,0.6145833333333333
neuroticism,JzXnxQDnwWE.002.mp4,0.59375
neuroticism,yFZ3eUD6Pqs.001.mp4,0.4895833333333333
neuroticism,S0QIXcQGG-g.000.mp4,0.7083333333333334
neuroticism,hX2TVefa5bQ.002.mp4,0.6354166666666666
neuroticism,lLWOcztaIBI.002.mp4,0.6458333333333333
neuroticism,cNXnowQb7rs.005.mp4,0.7395833333333333
neuroticism,PHZQmf82HvA.005.mp4,0.7083333333333334
neuroticism,2_OOIcYfLV0.003.mp4,0.3333333333333333
neuroticism,-IK--4uz5ZY.002.mp4,0.6354166666666666
neuroticism,f70aaYsxPHY.001.mp4,0.2708333333333333
neuroticism,htH89DBizno.003.mp4,0.4895833333333333
neuroticism,tHYxFw-7po8.001.mp4,0.6145833333333333
neuroticism,DWVJXufR7gE.001.mp4,0.5729166666666666
neuroticism,-8asrRvfJWA.003.mp4,0.3645833333333333
neuroticism,j-XUQ3Rmq6w.005.mp4,0.46875
neuroticism,pOBn7AuGIuI.005.mp4,0.5729166666666666
neuroticism,nex61B854Ms.005.mp4,0.3645833333333333
neuroticism,nCWEEoJfjgE.004.mp4,0.5625
neuroticism,OugdInDyt9s.005.mp4,0.6875
neuroticism,rjS0PIwS47M.001.mp4,0.5104166666666666
neuroticism,aaDlp62qn60.002.mp4,0.34374999999999994
neuroticism,PuVy3akfzNI.002.mp4,0.40625000000000006
neuroticism,eIfiusZtXzE.000.mp4,0.4479166666666667
neuroticism,8aLr0vNobr4.001.mp4,0.3854166666666667
neuroticism,BLwgxAWf7cg.003.mp4,0.3020833333333333
neuroticism,LmA23EIaXqg.000.mp4,0.4791666666666667
neuroticism,YuoLr4xDvbE.005.mp4,0.6666666666666667
neuroticism,EgolOPjkkg8.001.mp4,0.4895833333333333
neuroticism,2GHz8LYflE0.000.mp4,0.3645833333333333
neuroticism,J30sMEMrKjA.000.mp4,0.65625
neuroticism,zMXfMcqpPwQ.001.mp4,0.5625
neuroticism,KB09jENVJ_0.002.mp4,0.45833333333333337
neuroticism,YP7N98ECZaI.001.mp4,0.42708333333333337
neuroticism,OdwK_oMdfSU.003.mp4,0.7083333333333334
neuroticism,hG-pwa191bw.002.mp4,0.3854166666666667
neuroticism,fDw_PAgW07o.000.mp4,0.28125
neuroticism,kp3c66Igyr8.002.mp4,0.6875
neuroticism,VForU0EmBr0.000.mp4,0.4166666666666667
neuroticism,kAjPHyfol4w.004.mp4,0.5
neuroticism,Kq-c6lqGNlo.000.mp4,0.5416666666666666
neuroticism,VnUkBYQkJms.002.mp4,0.6041666666666666
neuroticism,75XbCb7G8kw.001.mp4,0.34374999999999994
neuroticism,i1gouUmZumY.002.mp4,0.5833333333333333
neuroticism,6-O-HJf6OZI.005.mp4,0.4791666666666667
neuroticism,8aPfoJiDeBY.004.mp4,0.8333333333333334
neuroticism,1eOvtoZCie8.000.mp4,0.65625
neuroticism,Gk94xrcmFts.003.mp4,0.2604166666666667
neuroticism,AwNVGShHjvw.002.mp4,0.46875
neuroticism,iAgu-wDe2MQ.003.mp4,0.59375
neuroticism,fYUcoKDyRiU.001.mp4,0.45833333333333337
neuroticism,8i7H-uSCQcc.001.mp4,0.35416666666666663
neuroticism,_ztmNiy8D3c.000.mp4,0.28125
neuroticism,Lj1WuMXFa-4.002.mp4,0.5104166666666666
neuroticism,l8weBJSCHbA.005.mp4,0.4166666666666667
neuroticism,tOifNTq8jPw.005.mp4,0.59375
neuroticism,LKvxVEI8uVA.001.mp4,0.6666666666666667
neuroticism,OXkDmd3nA94.003.mp4,0.46875
neuroticism,iPblZBQpafs.004.mp4,0.35416666666666663
neuroticism,P_wDFLJnW-o.000.mp4,0.29166666666666663
neuroticism,4LZJvOecyM8.001.mp4,0.5208333333333334
neuroticism,Jh7Wk5fYeMk.002.mp4,0.4791666666666667
neuroticism,8-OKP1nf19E.005.mp4,0.90625
neuroticism,heE4ZZXwehI.002.mp4,0.6875
neuroticism,g24JGYuT74A.003.mp4,0.3854166666666667
neuroticism,9cj8rrj1wSk.005.mp4,0.65625
neuroticism,FoWuHvikyqU.003.mp4,0.6875
neuroticism,XYt6WL-l7do.002.mp4,0.7604166666666666
neuroticism,2AYq7CdNXNo.003.mp4,0.53125
neuroticism,YNlhBpVk1tw.000.mp4,0.42708333333333337
neuroticism,0VnZngec8sc.003.mp4,0.6875
neuroticism,b69IYs1G1zc.002.mp4,0.59375
neuroticism,QqTw0lnrtBo.004.mp4,0.3020833333333333
neuroticism,w7wPDiQkiA4.004.mp4,0.5729166666666666
neuroticism,EmGTj1DRMbo.003.mp4,0.5833333333333333
neuroticism,PRplbrM70sg.004.mp4,0.4791666666666667
neuroticism,XLV7teADu3c.002.mp4,0.59375
neuroticism,YXz6s1XNOLs.000.mp4,0.5729166666666666
neuroticism,3ySH8eJQRCI.003.mp4,0.4791666666666667
neuroticism,EL1Q7x_1a74.001.mp4,0.35416666666666663
neuroticism,_zI6qgTJOSA.005.mp4,0.3125
neuroticism,oLO05QNhhGg.004.mp4,0.5833333333333333
neuroticism,aqd4_4ga1fQ.001.mp4,0.3125
neuroticism,BLeDNfK2quI.002.mp4,0.7500000000000001
neuroticism,HH14jGFGuL0.005.mp4,0.5625
neuroticism,cjbh1lfr43c.005.mp4,0.39583333333333337
neuroticism,gM_KAA-ejJA.005.mp4,0.7604166666666666
neuroticism,h9jIdLBaMEo.001.mp4,0.7291666666666667
neuroticism,s-jZlMKQGwc.002.mp4,0.5208333333333334
neuroticism,F4UeAogUMMs.001.mp4,0.4375
neuroticism,jdli4DDP7XM.005.mp4,0.6041666666666666
neuroticism,BjQ95T-Dw1U.003.mp4,0.4166666666666667
neuroticism,r2BoxB3kgYk.001.mp4,0.42708333333333337
neuroticism,4lyKh2_xCDQ.004.mp4,0.7083333333333334
neuroticism,ssxo35zmKWQ.005.mp4,0.5520833333333334
neuroticism,MajYvFTkKnk.003.mp4,0.5104166666666666
neuroticism,khCsAN1Bk_I.002.mp4,0.2708333333333333
neuroticism,fiVORaERbP0.002.mp4,0.6145833333333333
neuroticism,fuKtMm2WR0g.001.mp4,0.4166666666666667
neuroticism,Nv0-x4K9YFI.001.mp4,0.46875
neuroticism,IQdz0Pd-L2Y.001.mp4,0.4895833333333333
neuroticism,mBdVuEXRlfQ.000.mp4,0.6875
neuroticism,Vd9biSOZ5CI.001.mp4,0.32291666666666663
neuroticism,ZoHY-rWJsyw.001.mp4,0.3020833333333333
neuroticism,huIQlWsIEvY.000.mp4,0.4479166666666667
neuroticism,3VTL2kFt17M.000.mp4,0.6979166666666666
neuroticism,TNjEJGdqmH0.000.mp4,0.4166666666666667
neuroticism,czImT1Wn1og.001.mp4,0.3125
neuroticism,m536hegSuKI.002.mp4,0.65625
neuroticism,_01AyUz9J9I.005.mp4,0.6458333333333333
neuroticism,A6ZWTfKPLPE.005.mp4,0.6979166666666666
neuroticism,_uNup91ZYw0.001.mp4,0.7604166666666666
neuroticism,bkzgccBFztM.003.mp4,0.6041666666666666
neuroticism,Y-_JeJoCjUo.005.mp4,0.6875
neuroticism,13XlKeC_p3U.001.mp4,0.8541666666666667
neuroticism,kL-CeaXG9jM.001.mp4,0.5104166666666666
neuroticism,gCQT7zfS7sI.001.mp4,0.4479166666666667
neuroticism,Gk94xrcmFts.000.mp4,0.1458333333333333
neuroticism,huIQlWsIEvY.003.mp4,0.53125
neuroticism,d69zeSpdyCI.000.mp4,0.8020833333333334
neuroticism,uATtAHyVSMM.005.mp4,0.3125
neuroticism,jZhlaIUFMLc.004.mp4,0.7916666666666667
neuroticism,HkBs4_vaCcs.000.mp4,0.6666666666666667
neuroticism,ODDGS0hTcUc.004.mp4,0.5416666666666666
neuroticism,OtGJDbI9qkM.000.mp4,0.6458333333333333
neuroticism,0Wr69VD_oXI.004.mp4,0.6145833333333333
neuroticism,9AsxY-x-TjM.000.mp4,0.5104166666666666
neuroticism,ezMO8EHKAVw.005.mp4,0.7812499999999999
neuroticism,F1lAPYh4t3U.004.mp4,0.5729166666666666
neuroticism,j0dnDXTyUBA.001.mp4,0.28125
neuroticism,-6otZ7M-Mro.001.mp4,0.5729166666666666
neuroticism,g1TMjzZH8bw.002.mp4,0.4791666666666667
neuroticism,LGdzP-r_G3U.005.mp4,0.37499999999999994
neuroticism,upgv7xmOb1I.004.mp4,0.32291666666666663
neuroticism,htH89DBizno.000.mp4,0.4791666666666667
neuroticism,mKWscEow1U8.002.mp4,0.7500000000000001
neuroticism,7nhJXn9PI0I.005.mp4,0.5
neuroticism,a5NTqK367wo.000.mp4,0.4895833333333333
neuroticism,ai-RZb0ZpKI.003.mp4,0.6041666666666666
neuroticism,HJkoeB_F4c4.000.mp4,0.5833333333333333
neuroticism,2Fgn78rYjPM.005.mp4,0.39583333333333337
neuroticism,VDcYF-YQuWw.000.mp4,0.6145833333333333
neuroticism,kKRc2aXzQyM.002.mp4,0.4895833333333333
neuroticism,LuLUAwn0aWU.001.mp4,0.4895833333333333
neuroticism,PtA7yAu9-VE.000.mp4,0.6354166666666666
neuroticism,_QXI4n_FRN4.005.mp4,0.5104166666666666
neuroticism,2WuhWF4fAOQ.002.mp4,0.28125
neuroticism,1wWMWbl6ILg.004.mp4,0.53125
neuroticism,HbGeoKBULAA.001.mp4,0.65625
neuroticism,B3VQeeev0r0.001.mp4,0.53125
neuroticism,7UQt8QB3cQY.003.mp4,0.3645833333333333
neuroticism,pzfDth6nFQE.003.mp4,0.35416666666666663
neuroticism,ju7N5w4XZ4A.002.mp4,0.5416666666666666
neuroticism,f4rQJiW6oSk.005.mp4,0.6875
neuroticism,lLWOcztaIBI.001.mp4,0.6354166666666666
neuroticism,z54OqeICELg.004.mp4,0.6979166666666666
neuroticism,9z5cV1ANYwE.002.mp4,0.5625
neuroticism,tcmYlyeqwuI.003.mp4,0.3020833333333333
neuroticism,Hklc55y7vUI.005.mp4,0.5625
neuroticism,vR7YF7Zv5-Q.003.mp4,0.22916666666666663
neuroticism,7P2F5Mk_Q1s.002.mp4,0.3854166666666667
neuroticism,hspeWl-Bip0.004.mp4,0.6875
neuroticism,7Kn5VT9bB4I.001.mp4,0.3854166666666667
neuroticism,h9jIdLBaMEo.002.mp4,0.8020833333333334
neuroticism,0ObEtA6Q8vU.002.mp4,0.7083333333333334
neuroticism,aMmEPRJGocM.004.mp4,0.8958333333333334
neuroticism,K-iwJMxjyx4.005.mp4,0.5833333333333333
neuroticism,OxaBanUE6KE.004.mp4,0.5625
neuroticism,iW1t-ZiG2rc.001.mp4,0.625
neuroticism,3ySH8eJQRCI.005.mp4,0.5729166666666666
neuroticism,PoF3lxFDggQ.004.mp4,0.6354166666666666
neuroticism,xsLvl2qGrxU.000.mp4,0.625
neuroticism,DXw4lVoiiWY.003.mp4,0.4479166666666667
neuroticism,0_xOGmydDN0.003.mp4,0.5416666666666666
neuroticism,kp3c66Igyr8.001.mp4,0.7812499999999999
neuroticism,12Hbl_oZF9c.001.mp4,0.6041666666666666
neuroticism,ME6JLtAM160.001.mp4,0.65625
neuroticism,FkuwzJcoRVI.003.mp4,0.3333333333333333
neuroticism,LLP-oZfo8oE.005.mp4,0.53125
neuroticism,90p68AEmNMA.001.mp4,0.20833333333333331
neuroticism,II2KVV-uLNI.004.mp4,0.5729166666666666
neuroticism,VoXh9utSIx8.000.mp4,0.53125
neuroticism,Po4UGCJbCbw.002.mp4,0.625
neuroticism,3J7Cl3FXs1o.004.mp4,0.5833333333333333
neuroticism,6uqXoPJSoPg.004.mp4,0.7812499999999999
neuroticism,OZaP2T74bLI.000.mp4,0.6770833333333334
neuroticism,edHTGYBFCWQ.000.mp4,0.5625
neuroticism,3S72dDIm1fM.000.mp4,0.6145833333333333
neuroticism,GTmHSF6vNWc.003.mp4,0.6354166666666666
neuroticism,UGsr6Vnqf7I.003.mp4,0.6145833333333333
neuroticism,LeQKH1vAVpg.004.mp4,0.3854166666666667
neuroticism,xLfLuyIQOJE.005.mp4,0.5625
neuroticism,Ui1ajQU5Ib8.000.mp4,0.5416666666666666
neuroticism,5BPGRteF64Y.001.mp4,0.3854166666666667
neuroticism,ecIb16gJMwU.003.mp4,0.32291666666666663
neuroticism,cgT-3CHBmKs.005.mp4,0.25
neuroticism,Ui1ajQU5Ib8.001.mp4,0.22916666666666663
neuroticism,5T2PhH-OMds.003.mp4,0.15624999999999994
neuroticism,cvg03XGFjCk.005.mp4,0.4791666666666667
neuroticism,9Crw2RtrBcY.004.mp4,0.8541666666666667
neuroticism,CRLsCyMfskE.004.mp4,0.8125000000000001
neuroticism,Pr7CHWFkWew.001.mp4,0.3854166666666667
neuroticism,QipgesEKSNA.002.mp4,0.6979166666666666
neuroticism,rW3hFpfGMHs.003.mp4,0.6041666666666666
neuroticism,QiPb8vlGDFo.003.mp4,0.59375
neuroticism,3VTL2kFt17M.002.mp4,0.40625000000000006
neuroticism,fsCK8Xuzl1Y.000.mp4,0.5625
neuroticism,RsYSOFRFszk.001.mp4,0.4895833333333333
neuroticism,n4NkVZ1_dfk.000.mp4,0.6458333333333333
neuroticism,1W7XLdNpEgc.001.mp4,0.37499999999999994
neuroticism,kcHvO5ins50.002.mp4,0.5416666666666666
neuroticism,BS0wgLXqFgc.005.mp4,0.5416666666666666
neuroticism,8YQKwMdiaAE.002.mp4,0.6354166666666666
neuroticism,Qu81v9Aybv4.005.mp4,0.35416666666666663
neuroticism,EDshSjcCsoY.001.mp4,0.5625
neuroticism,1mHjMNZZvFo.004.mp4,0.8125000000000001
neuroticism,DLds0WJpIQg.001.mp4,0.5104166666666666
neuroticism,tYpxPqwle5k.005.mp4,0.6875
neuroticism,z82YEuBU8mA.003.mp4,0.4479166666666667
neuroticism,jOTlJwOBSd4.005.mp4,0.42708333333333337
neuroticism,6k8RQViPUTc.000.mp4,0.32291666666666663
neuroticism,DiaibIBisuM.004.mp4,0.6770833333333334
neuroticism,MrfJ1qDJAwo.001.mp4,0.7187499999999999
neuroticism,ipP--IqIuWU.003.mp4,0.3854166666666667
neuroticism,T6CMGXdPUTA.001.mp4,0.625
neuroticism,vJnjjy5DZN4.001.mp4,0.5416666666666666
neuroticism,l1V-DuJ-WgU.004.mp4,0.5520833333333334
neuroticism,IHJn3UHXCMs.003.mp4,0.39583333333333337
neuroticism,hi8A0nUHnL8.003.mp4,0.5729166666666666
neuroticism,5kwoq4EZixQ.004.mp4,0.4375
neuroticism,s6N1pv5lzrU.002.mp4,0.5625
neuroticism,keGXYAcUXmA.002.mp4,0.6666666666666667
neuroticism,Vd9biSOZ5CI.002.mp4,0.5208333333333334
neuroticism,Rops7WYMCCY.002.mp4,0.3645833333333333
neuroticism,VAZLQqJa9rQ.003.mp4,0.2604166666666667
neuroticism,zwO2zBdbCb4.002.mp4,0.4375
neuroticism,cpzY1b6wJqs.002.mp4,0.53125
neuroticism,aoRjg63uRww.004.mp4,0.6458333333333333
neuroticism,xZ9iwqHw7GY.002.mp4,0.45833333333333337
neuroticism,BjQ95T-Dw1U.000.mp4,0.25
neuroticism,4ICb270oLpE.002.mp4,0.6145833333333333
neuroticism,29UCGJldICw.005.mp4,0.4375
neuroticism,9c66Lb7e1BQ.003.mp4,0.625
neuroticism,C-48U5oDuvw.004.mp4,0.45833333333333337
neuroticism,XLKNGnpTO9k.005.mp4,0.53125
neuroticism,5f6s8cwA7WQ.002.mp4,0.5416666666666666
neuroticism,z3DO3tdrsnQ.001.mp4,0.7083333333333334
neuroticism,GMwEmLo-gfc.000.mp4,0.7604166666666666
neuroticism,cuyIFvYNLFE.000.mp4,0.65625
neuroticism,k4eeYoHtnnI.001.mp4,0.6041666666666666
neuroticism,SUY_HDzgvGA.003.mp4,0.4791666666666667
neuroticism,SxRNdq2nGN0.000.mp4,0.6354166666666666
neuroticism,Nv0-x4K9YFI.002.mp4,0.3125
neuroticism,KJP4SKS2vtY.003.mp4,0.4791666666666667
neuroticism,k4QmzZuQl9s.004.mp4,0.6666666666666667
neuroticism,dY7jG5gS3JE.000.mp4,0.7500000000000001
neuroticism,FQMmM3TL5rE.001.mp4,0.5833333333333333
neuroticism,TmpP2fXeVtk.002.mp4,0.4479166666666667
neuroticism,uTluOTPA7e4.004.mp4,0.5104166666666666
neuroticism,BxdFQhBNZys.000.mp4,0.5104166666666666
neuroticism,LNiiKncirQA.000.mp4,0.6145833333333333
neuroticism,6oL9yyc9iJc.003.mp4,0.6666666666666667
neuroticism,_uNup91ZYw0.002.mp4,0.8854166666666667
neuroticism,83cmR2fkyy8.004.mp4,0.5833333333333333
neuroticism,rxYWgXYTATs.001.mp4,0.7395833333333333
neuroticism,QNVsr2mGwGs.001.mp4,0.3645833333333333
neuroticism,9CPKW0sqR3E.005.mp4,0.6770833333333334
neuroticism,YJ5CINQ8v_E.000.mp4,0.6979166666666666
neuroticism,7GRC7XjGzX8.003.mp4,0.7187499999999999
neuroticism,TUaOp5eIU2c.003.mp4,0.5
neuroticism,l3RE0rN7oEg.003.mp4,0.8645833333333334
neuroticism,JoQRNgGQCgY.004.mp4,0.6979166666666666
neuroticism,Kq-c6lqGNlo.005.mp4,0.5729166666666666
neuroticism,kFak4VnRnRM.005.mp4,0.5833333333333333
neuroticism,Cng72emlXAM.004.mp4,0.5
neuroticism,mkJjaOADfj4.002.mp4,0.8125000000000001
neuroticism,KnbEca4Ibwk.005.mp4,0.5
neuroticism,XEpdSMQfEOs.004.mp4,0.5520833333333334
neuroticism,8Bt-vEroq6M.004.mp4,0.7395833333333333
neuroticism,F4UeAogUMMs.002.mp4,0.2395833333333333
neuroticism,DLuwObrDhtc.001.mp4,0.12499999999999996
neuroticism,4kIHxR6s1L4.004.mp4,0.7395833333333333
neuroticism,2ceHmUmguzk.001.mp4,0.46875
neuroticism,g8rjtlzAQ6k.002.mp4,0.6458333333333333
neuroticism,cgp1OzTOq1o.005.mp4,0.6354166666666666
neuroticism,CFK8ib0aWe8.001.mp4,0.53125
neuroticism,muKwyr-hrkc.001.mp4,0.46875
neuroticism,jQRFHBVs0dA.005.mp4,0.3333333333333333
neuroticism,300gK3CnzW0.000.mp4,0.21874999999999997
neuroticism,nmZRXxKPPuQ.005.mp4,0.5
neuroticism,Or2_bP4lWYI.002.mp4,0.6458333333333333
neuroticism,u_qvbRpm88k.002.mp4,0.3020833333333333
neuroticism,G-25EWOIGNs.000.mp4,0.625
neuroticism,RdHnu7ZxjzI.002.mp4,0.5625
neuroticism,WT1YjeADatU.001.mp4,0.5625
neuroticism,0kg6pmbSN6A.000.mp4,0.19791666666666666
neuroticism,kK4QL7pOrhs.002.mp4,0.7500000000000001
neuroticism,jpbz8CA4RvI.004.mp4,0.3333333333333333
neuroticism,Cl7vQ9QR0es.004.mp4,0.40625000000000006
neuroticism,Gl93Hw1A2kY.002.mp4,0.3125
neuroticism,dmycfNpiWCE.002.mp4,0.7395833333333333
neuroticism,EMNcIRgaDMg.004.mp4,0.4895833333333333
neuroticism,j1idNSoB7tA.000.mp4,0.5208333333333334
neuroticism,PJxgOFaaUZM.004.mp4,0.6145833333333333
neuroticism,B3VQeeev0r0.002.mp4,0.5729166666666666
neuroticism,5hFRSHAis2E.005.mp4,0.5520833333333334
neuroticism,KYvMsMLNGvY.005.mp4,0.4479166666666667
neuroticism,iXaqqRE76lI.000.mp4,0.53125
neuroticism,6TkMavTyimI.001.mp4,0.5208333333333334
neuroticism,2PSGksTyrnI.005.mp4,0.5833333333333333
neuroticism,iGBVrJMr62U.000.mp4,0.29166666666666663
neuroticism,EknEAPhAjdA.000.mp4,0.17708333333333331
neuroticism,aoRjg63uRww.003.mp4,0.7708333333333334
neuroticism,VvSk5m90xOs.002.mp4,0.19791666666666666
neuroticism,n8IiQJyqjiE.003.mp4,0.5833333333333333
neuroticism,dd0z9mErfSo.003.mp4,0.5833333333333333
neuroticism,9-lptN92A68.005.mp4,0.6979166666666666
neuroticism,9ND95tPlYt4.000.mp4,0.28125
neuroticism,oYhWw97JYyU.000.mp4,0.6145833333333333
neuroticism,LWylAwr9kJI.004.mp4,0.3125
neuroticism,foj4bqLSmF8.003.mp4,0.42708333333333337
neuroticism,M_OpMKBEOyU.002.mp4,0.32291666666666663
neuroticism,3ccY8jYkI5o.004.mp4,0.9375
